s,CH1[V]
-1.4932E-02,1.17E-01
-1.4928E-02,-4.31E-02
-1.4924E-02,-4.31E-02
-1.4920E-02,-4.31E-02
-1.4916E-02,3.69E-02
-1.4912E-02,-1.23E-01
-1.4908E-02,1.17E-01
-1.4904E-02,3.69E-02
-1.4900E-02,3.69E-02
-1.4896E-02,-4.31E-02
-1.4892E-02,-4.31E-02
-1.4888E-02,3.69E-02
-1.4884E-02,-4.31E-02
-1.4880E-02,3.69E-02
-1.4876E-02,1.17E-01
-1.4872E-02,3.69E-02
-1.4868E-02,3.69E-02
-1.4864E-02,-1.23E-01
-1.4860E-02,3.69E-02
-1.4856E-02,-4.31E-02
-1.4852E-02,3.69E-02
-1.4848E-02,1.97E-01
-1.4844E-02,-4.31E-02
-1.4840E-02,-4.31E-02
-1.4836E-02,3.69E-02
-1.4832E-02,3.69E-02
-1.4828E-02,-1.23E-01
-1.4824E-02,-4.31E-02
-1.4820E-02,-4.31E-02
-1.4816E-02,-4.31E-02
-1.4812E-02,3.69E-02
-1.4808E-02,3.69E-02
-1.4804E-02,-4.31E-02
-1.4800E-02,1.97E-01
-1.4796E-02,3.69E-02
-1.4792E-02,3.69E-02
-1.4788E-02,3.69E-02
-1.4784E-02,-4.31E-02
-1.4780E-02,-4.31E-02
-1.4776E-02,-4.31E-02
-1.4772E-02,3.69E-02
-1.4768E-02,-1.23E-01
-1.4764E-02,-4.31E-02
-1.4760E-02,3.69E-02
-1.4756E-02,3.69E-02
-1.4752E-02,-4.31E-02
-1.4748E-02,-4.31E-02
-1.4744E-02,3.69E-02
-1.4740E-02,3.69E-02
-1.4736E-02,-4.31E-02
-1.4732E-02,3.69E-02
-1.4728E-02,-4.31E-02
-1.4724E-02,-4.31E-02
-1.4720E-02,-4.31E-02
-1.4716E-02,3.69E-02
-1.4712E-02,-4.31E-02
-1.4708E-02,-4.31E-02
-1.4704E-02,-4.31E-02
-1.4700E-02,-1.23E-01
-1.4696E-02,-4.31E-02
-1.4692E-02,-4.31E-02
-1.4688E-02,-4.31E-02
-1.4684E-02,3.69E-02
-1.4680E-02,3.69E-02
-1.4676E-02,-4.31E-02
-1.4672E-02,-4.31E-02
-1.4668E-02,3.69E-02
-1.4664E-02,-4.31E-02
-1.4660E-02,-4.31E-02
-1.4656E-02,3.69E-02
-1.4652E-02,-4.31E-02
-1.4648E-02,-4.31E-02
-1.4644E-02,-4.31E-02
-1.4640E-02,3.69E-02
-1.4636E-02,3.69E-02
-1.4632E-02,3.69E-02
-1.4628E-02,-4.31E-02
-1.4624E-02,3.69E-02
-1.4620E-02,3.69E-02
-1.4616E-02,3.69E-02
-1.4612E-02,3.69E-02
-1.4608E-02,-4.31E-02
-1.4604E-02,-4.31E-02
-1.4600E-02,3.69E-02
-1.4596E-02,-1.23E-01
-1.4592E-02,-4.31E-02
-1.4588E-02,-4.31E-02
-1.4584E-02,-4.31E-02
-1.4580E-02,-4.31E-02
-1.4576E-02,-1.23E-01
-1.4572E-02,3.69E-02
-1.4568E-02,3.69E-02
-1.4564E-02,3.69E-02
-1.4560E-02,3.69E-02
-1.4556E-02,-4.31E-02
-1.4552E-02,3.69E-02
-1.4548E-02,3.69E-02
-1.4544E-02,1.17E-01
-1.4540E-02,3.69E-02
-1.4536E-02,-4.31E-02
-1.4532E-02,-4.31E-02
-1.4528E-02,-4.31E-02
-1.4524E-02,-4.31E-02
-1.4520E-02,-4.31E-02
-1.4516E-02,-4.31E-02
-1.4512E-02,-4.31E-02
-1.4508E-02,3.69E-02
-1.4504E-02,3.69E-02
-1.4500E-02,1.17E-01
-1.4496E-02,3.69E-02
-1.4492E-02,3.69E-02
-1.4488E-02,3.69E-02
-1.4484E-02,1.17E-01
-1.4480E-02,3.69E-02
-1.4476E-02,3.69E-02
-1.4472E-02,3.69E-02
-1.4468E-02,-4.31E-02
-1.4464E-02,-4.31E-02
-1.4460E-02,3.69E-02
-1.4456E-02,3.69E-02
-1.4452E-02,-4.31E-02
-1.4448E-02,3.69E-02
-1.4444E-02,-4.31E-02
-1.4440E-02,3.69E-02
-1.4436E-02,3.69E-02
-1.4432E-02,-4.31E-02
-1.4428E-02,3.69E-02
-1.4424E-02,3.69E-02
-1.4420E-02,1.17E-01
-1.4416E-02,-4.31E-02
-1.4412E-02,-4.31E-02
-1.4408E-02,3.69E-02
-1.4404E-02,-4.31E-02
-1.4400E-02,3.69E-02
-1.4396E-02,-4.31E-02
-1.4392E-02,-4.31E-02
-1.4388E-02,-4.31E-02
-1.4384E-02,3.69E-02
-1.4380E-02,3.69E-02
-1.4376E-02,1.17E-01
-1.4372E-02,3.69E-02
-1.4368E-02,-4.31E-02
-1.4364E-02,1.17E-01
-1.4360E-02,3.69E-02
-1.4356E-02,-1.23E-01
-1.4352E-02,-4.31E-02
-1.4348E-02,3.69E-02
-1.4344E-02,3.69E-02
-1.4340E-02,-4.31E-02
-1.4336E-02,1.17E-01
-1.4332E-02,-4.31E-02
-1.4328E-02,-4.31E-02
-1.4324E-02,3.69E-02
-1.4320E-02,3.69E-02
-1.4316E-02,3.69E-02
-1.4312E-02,3.69E-02
-1.4308E-02,1.17E-01
-1.4304E-02,3.69E-02
-1.4300E-02,3.69E-02
-1.4296E-02,1.97E-01
-1.4292E-02,-4.31E-02
-1.4288E-02,-1.23E-01
-1.4284E-02,-4.31E-02
-1.4280E-02,-4.31E-02
-1.4276E-02,1.17E-01
-1.4272E-02,3.69E-02
-1.4268E-02,3.69E-02
-1.4264E-02,3.69E-02
-1.4260E-02,1.17E-01
-1.4256E-02,-4.31E-02
-1.4252E-02,3.69E-02
-1.4248E-02,1.17E-01
-1.4244E-02,1.17E-01
-1.4240E-02,1.97E-01
-1.4236E-02,3.69E-02
-1.4232E-02,3.69E-02
-1.4228E-02,3.69E-02
-1.4224E-02,-4.31E-02
-1.4220E-02,-4.31E-02
-1.4216E-02,-4.31E-02
-1.4212E-02,3.69E-02
-1.4208E-02,3.69E-02
-1.4204E-02,1.17E-01
-1.4200E-02,3.69E-02
-1.4196E-02,-4.31E-02
-1.4192E-02,-4.31E-02
-1.4188E-02,-4.31E-02
-1.4184E-02,-4.31E-02
-1.4180E-02,-4.31E-02
-1.4176E-02,3.69E-02
-1.4172E-02,1.17E-01
-1.4168E-02,1.17E-01
-1.4164E-02,-1.23E-01
-1.4160E-02,3.69E-02
-1.4156E-02,-4.31E-02
-1.4152E-02,-4.31E-02
-1.4148E-02,-4.31E-02
-1.4144E-02,-4.31E-02
-1.4140E-02,1.17E-01
-1.4136E-02,-4.31E-02
-1.4132E-02,3.69E-02
-1.4128E-02,-4.31E-02
-1.4124E-02,-4.31E-02
-1.4120E-02,3.69E-02
-1.4116E-02,1.17E-01
-1.4112E-02,3.69E-02
-1.4108E-02,3.69E-02
-1.4104E-02,1.17E-01
-1.4100E-02,-4.31E-02
-1.4096E-02,-1.23E-01
-1.4092E-02,3.69E-02
-1.4088E-02,-4.31E-02
-1.4084E-02,1.17E-01
-1.4080E-02,-4.31E-02
-1.4076E-02,3.69E-02
-1.4072E-02,3.69E-02
-1.4068E-02,-4.31E-02
-1.4064E-02,-4.31E-02
-1.4060E-02,-4.31E-02
-1.4056E-02,-4.31E-02
-1.4052E-02,3.69E-02
-1.4048E-02,-4.31E-02
-1.4044E-02,-4.31E-02
-1.4040E-02,-4.31E-02
-1.4036E-02,3.69E-02
-1.4032E-02,3.69E-02
-1.4028E-02,-4.31E-02
-1.4024E-02,-4.31E-02
-1.4020E-02,-4.31E-02
-1.4016E-02,3.69E-02
-1.4012E-02,-4.31E-02
-1.4008E-02,-4.31E-02
-1.4004E-02,3.69E-02
-1.4000E-02,-4.31E-02
-1.3996E-02,3.69E-02
-1.3992E-02,3.69E-02
-1.3988E-02,-4.31E-02
-1.3984E-02,3.69E-02
-1.3980E-02,-2.03E-01
-1.3976E-02,-4.31E-02
-1.3972E-02,-4.31E-02
-1.3968E-02,3.69E-02
-1.3964E-02,3.69E-02
-1.3960E-02,-4.31E-02
-1.3956E-02,-4.31E-02
-1.3952E-02,3.69E-02
-1.3948E-02,-4.31E-02
-1.3944E-02,3.69E-02
-1.3940E-02,-4.31E-02
-1.3936E-02,3.69E-02
-1.3932E-02,-4.31E-02
-1.3928E-02,-4.31E-02
-1.3924E-02,-4.31E-02
-1.3920E-02,3.69E-02
-1.3916E-02,-4.31E-02
-1.3912E-02,-4.31E-02
-1.3908E-02,-4.31E-02
-1.3904E-02,-4.31E-02
-1.3900E-02,-4.31E-02
-1.3896E-02,3.69E-02
-1.3892E-02,3.69E-02
-1.3888E-02,3.69E-02
-1.3884E-02,3.69E-02
-1.3880E-02,-4.31E-02
-1.3876E-02,-4.31E-02
-1.3872E-02,-4.31E-02
-1.3868E-02,3.69E-02
-1.3864E-02,3.69E-02
-1.3860E-02,-4.31E-02
-1.3856E-02,3.69E-02
-1.3852E-02,-4.31E-02
-1.3848E-02,-4.31E-02
-1.3844E-02,-4.31E-02
-1.3840E-02,-4.31E-02
-1.3836E-02,-4.31E-02
-1.3832E-02,3.69E-02
-1.3828E-02,3.69E-02
-1.3824E-02,3.69E-02
-1.3820E-02,-4.31E-02
-1.3816E-02,-4.31E-02
-1.3812E-02,3.69E-02
-1.3808E-02,-4.31E-02
-1.3804E-02,-4.31E-02
-1.3800E-02,3.69E-02
-1.3796E-02,-4.31E-02
-1.3792E-02,-4.31E-02
-1.3788E-02,-4.31E-02
-1.3784E-02,-2.03E-01
-1.3780E-02,-4.31E-02
-1.3776E-02,-4.31E-02
-1.3772E-02,3.69E-02
-1.3768E-02,3.69E-02
-1.3764E-02,-4.31E-02
-1.3760E-02,-4.31E-02
-1.3756E-02,-4.31E-02
-1.3752E-02,3.69E-02
-1.3748E-02,-4.31E-02
-1.3744E-02,3.69E-02
-1.3740E-02,-4.31E-02
-1.3736E-02,-4.31E-02
-1.3732E-02,3.69E-02
-1.3728E-02,3.69E-02
-1.3724E-02,-4.31E-02
-1.3720E-02,-4.31E-02
-1.3716E-02,3.69E-02
-1.3712E-02,-4.31E-02
-1.3708E-02,3.69E-02
-1.3704E-02,3.69E-02
-1.3700E-02,-4.31E-02
-1.3696E-02,3.69E-02
-1.3692E-02,3.69E-02
-1.3688E-02,3.69E-02
-1.3684E-02,3.69E-02
-1.3680E-02,3.69E-02
-1.3676E-02,-4.31E-02
-1.3672E-02,3.69E-02
-1.3668E-02,-4.31E-02
-1.3664E-02,3.69E-02
-1.3660E-02,-4.31E-02
-1.3656E-02,3.69E-02
-1.3652E-02,3.69E-02
-1.3648E-02,-4.31E-02
-1.3644E-02,3.69E-02
-1.3640E-02,-4.31E-02
-1.3636E-02,3.69E-02
-1.3632E-02,3.69E-02
-1.3628E-02,3.69E-02
-1.3624E-02,3.69E-02
-1.3620E-02,3.69E-02
-1.3616E-02,-4.31E-02
-1.3612E-02,3.69E-02
-1.3608E-02,3.69E-02
-1.3604E-02,3.69E-02
-1.3600E-02,-4.31E-02
-1.3596E-02,3.69E-02
-1.3592E-02,-4.31E-02
-1.3588E-02,-4.31E-02
-1.3584E-02,-4.31E-02
-1.3580E-02,3.69E-02
-1.3576E-02,-4.31E-02
-1.3572E-02,-4.31E-02
-1.3568E-02,3.69E-02
-1.3564E-02,3.69E-02
-1.3560E-02,3.69E-02
-1.3556E-02,3.69E-02
-1.3552E-02,-4.31E-02
-1.3548E-02,-4.31E-02
-1.3544E-02,3.69E-02
-1.3540E-02,3.69E-02
-1.3536E-02,-4.31E-02
-1.3532E-02,-4.31E-02
-1.3528E-02,-4.31E-02
-1.3524E-02,-4.31E-02
-1.3520E-02,3.69E-02
-1.3516E-02,-4.31E-02
-1.3512E-02,1.17E-01
-1.3508E-02,-4.31E-02
-1.3504E-02,1.17E-01
-1.3500E-02,1.17E-01
-1.3496E-02,3.69E-02
-1.3492E-02,-4.31E-02
-1.3488E-02,1.17E-01
-1.3484E-02,3.69E-02
-1.3480E-02,3.69E-02
-1.3476E-02,-4.31E-02
-1.3472E-02,-4.31E-02
-1.3468E-02,-4.31E-02
-1.3464E-02,3.69E-02
-1.3460E-02,-4.31E-02
-1.3456E-02,-4.31E-02
-1.3452E-02,-4.31E-02
-1.3448E-02,1.97E-01
-1.3444E-02,-4.31E-02
-1.3440E-02,1.17E-01
-1.3436E-02,1.97E-01
-1.3432E-02,1.97E-01
-1.3428E-02,3.69E-02
-1.3424E-02,3.69E-02
-1.3420E-02,-4.31E-02
-1.3416E-02,-4.31E-02
-1.3412E-02,1.17E-01
-1.3408E-02,-1.23E-01
-1.3404E-02,3.69E-02
-1.3400E-02,-1.23E-01
-1.3396E-02,3.69E-02
-1.3392E-02,-4.31E-02
-1.3388E-02,-4.31E-02
-1.3384E-02,1.97E-01
-1.3380E-02,1.97E-01
-1.3376E-02,1.17E-01
-1.3372E-02,1.17E-01
-1.3368E-02,-4.31E-02
-1.3364E-02,3.69E-02
-1.3360E-02,-4.31E-02
-1.3356E-02,1.17E-01
-1.3352E-02,3.69E-02
-1.3348E-02,-4.31E-02
-1.3344E-02,3.69E-02
-1.3340E-02,-4.31E-02
-1.3336E-02,-4.31E-02
-1.3332E-02,-4.31E-02
-1.3328E-02,-4.31E-02
-1.3324E-02,-4.31E-02
-1.3320E-02,-4.31E-02
-1.3316E-02,3.69E-02
-1.3312E-02,1.17E-01
-1.3308E-02,1.17E-01
-1.3304E-02,3.69E-02
-1.3300E-02,-4.31E-02
-1.3296E-02,3.69E-02
-1.3292E-02,-4.31E-02
-1.3288E-02,-4.31E-02
-1.3284E-02,3.69E-02
-1.3280E-02,3.69E-02
-1.3276E-02,2.77E-01
-1.3272E-02,3.69E-02
-1.3268E-02,3.69E-02
-1.3264E-02,3.69E-02
-1.3260E-02,3.69E-02
-1.3256E-02,-4.31E-02
-1.3252E-02,3.69E-02
-1.3248E-02,3.69E-02
-1.3244E-02,-4.31E-02
-1.3240E-02,-4.31E-02
-1.3236E-02,3.69E-02
-1.3232E-02,-4.31E-02
-1.3228E-02,3.69E-02
-1.3224E-02,3.69E-02
-1.3220E-02,-4.31E-02
-1.3216E-02,3.69E-02
-1.3212E-02,-4.31E-02
-1.3208E-02,-4.31E-02
-1.3204E-02,-4.31E-02
-1.3200E-02,3.69E-02
-1.3196E-02,1.17E-01
-1.3192E-02,-4.31E-02
-1.3188E-02,-4.31E-02
-1.3184E-02,-1.23E-01
-1.3180E-02,-4.31E-02
-1.3176E-02,-1.23E-01
-1.3172E-02,-4.31E-02
-1.3168E-02,-4.31E-02
-1.3164E-02,-4.31E-02
-1.3160E-02,-4.31E-02
-1.3156E-02,3.69E-02
-1.3152E-02,3.69E-02
-1.3148E-02,-4.31E-02
-1.3144E-02,3.69E-02
-1.3140E-02,3.69E-02
-1.3136E-02,-4.31E-02
-1.3132E-02,3.69E-02
-1.3128E-02,3.69E-02
-1.3124E-02,3.69E-02
-1.3120E-02,-4.31E-02
-1.3116E-02,-4.31E-02
-1.3112E-02,-4.31E-02
-1.3108E-02,-4.31E-02
-1.3104E-02,3.69E-02
-1.3100E-02,3.69E-02
-1.3096E-02,-4.31E-02
-1.3092E-02,-4.31E-02
-1.3088E-02,-4.31E-02
-1.3084E-02,3.69E-02
-1.3080E-02,3.69E-02
-1.3076E-02,-4.31E-02
-1.3072E-02,3.69E-02
-1.3068E-02,-1.23E-01
-1.3064E-02,3.69E-02
-1.3060E-02,-4.31E-02
-1.3056E-02,3.69E-02
-1.3052E-02,-4.31E-02
-1.3048E-02,-4.31E-02
-1.3044E-02,-4.31E-02
-1.3040E-02,3.69E-02
-1.3036E-02,-4.31E-02
-1.3032E-02,-4.31E-02
-1.3028E-02,-4.31E-02
-1.3024E-02,3.69E-02
-1.3020E-02,-1.23E-01
-1.3016E-02,3.69E-02
-1.3012E-02,-4.31E-02
-1.3008E-02,-4.31E-02
-1.3004E-02,-4.31E-02
-1.3000E-02,3.69E-02
-1.2996E-02,-4.31E-02
-1.2992E-02,3.69E-02
-1.2988E-02,-4.31E-02
-1.2984E-02,-4.31E-02
-1.2980E-02,-4.31E-02
-1.2976E-02,3.69E-02
-1.2972E-02,-4.31E-02
-1.2968E-02,-4.31E-02
-1.2964E-02,3.69E-02
-1.2960E-02,-4.31E-02
-1.2956E-02,-4.31E-02
-1.2952E-02,-1.23E-01
-1.2948E-02,3.69E-02
-1.2944E-02,-4.31E-02
-1.2940E-02,3.69E-02
-1.2936E-02,-4.31E-02
-1.2932E-02,-4.31E-02
-1.2928E-02,3.69E-02
-1.2924E-02,-4.31E-02
-1.2920E-02,-4.31E-02
-1.2916E-02,-4.31E-02
-1.2912E-02,-4.31E-02
-1.2908E-02,-4.31E-02
-1.2904E-02,3.69E-02
-1.2900E-02,-4.31E-02
-1.2896E-02,3.69E-02
-1.2892E-02,3.69E-02
-1.2888E-02,-4.31E-02
-1.2884E-02,-4.31E-02
-1.2880E-02,3.69E-02
-1.2876E-02,3.69E-02
-1.2872E-02,-4.31E-02
-1.2868E-02,-4.31E-02
-1.2864E-02,-4.31E-02
-1.2860E-02,3.69E-02
-1.2856E-02,-4.31E-02
-1.2852E-02,-4.31E-02
-1.2848E-02,-4.31E-02
-1.2844E-02,3.69E-02
-1.2840E-02,1.17E-01
-1.2836E-02,3.69E-02
-1.2832E-02,3.69E-02
-1.2828E-02,3.69E-02
-1.2824E-02,3.69E-02
-1.2820E-02,3.69E-02
-1.2816E-02,3.69E-02
-1.2812E-02,-4.31E-02
-1.2808E-02,3.69E-02
-1.2804E-02,-4.31E-02
-1.2800E-02,3.69E-02
-1.2796E-02,-4.31E-02
-1.2792E-02,3.69E-02
-1.2788E-02,-4.31E-02
-1.2784E-02,-4.31E-02
-1.2780E-02,-4.31E-02
-1.2776E-02,-4.31E-02
-1.2772E-02,3.69E-02
-1.2768E-02,3.69E-02
-1.2764E-02,3.69E-02
-1.2760E-02,3.69E-02
-1.2756E-02,-4.31E-02
-1.2752E-02,-4.31E-02
-1.2748E-02,3.69E-02
-1.2744E-02,3.69E-02
-1.2740E-02,-4.31E-02
-1.2736E-02,3.69E-02
-1.2732E-02,3.69E-02
-1.2728E-02,3.69E-02
-1.2724E-02,3.69E-02
-1.2720E-02,-4.31E-02
-1.2716E-02,-4.31E-02
-1.2712E-02,3.69E-02
-1.2708E-02,3.69E-02
-1.2704E-02,1.17E-01
-1.2700E-02,-4.31E-02
-1.2696E-02,-4.31E-02
-1.2692E-02,-4.31E-02
-1.2688E-02,-4.43E-01
-1.2684E-02,-4.31E-02
-1.2680E-02,-4.31E-02
-1.2676E-02,-4.31E-02
-1.2672E-02,3.69E-02
-1.2668E-02,3.69E-02
-1.2664E-02,1.17E-01
-1.2660E-02,-4.31E-02
-1.2656E-02,3.69E-02
-1.2652E-02,-4.31E-02
-1.2648E-02,1.17E-01
-1.2644E-02,1.17E-01
-1.2640E-02,-2.03E-01
-1.2636E-02,-4.31E-02
-1.2632E-02,3.69E-02
-1.2628E-02,-4.31E-02
-1.2624E-02,1.17E-01
-1.2620E-02,3.69E-02
-1.2616E-02,1.17E-01
-1.2612E-02,1.17E-01
-1.2608E-02,3.69E-02
-1.2604E-02,3.69E-02
-1.2600E-02,-4.31E-02
-1.2596E-02,3.69E-02
-1.2592E-02,3.69E-02
-1.2588E-02,1.17E-01
-1.2584E-02,1.17E-01
-1.2580E-02,1.17E-01
-1.2576E-02,3.69E-02
-1.2572E-02,-4.31E-02
-1.2568E-02,-4.31E-02
-1.2564E-02,-4.31E-02
-1.2560E-02,3.69E-02
-1.2556E-02,3.69E-02
-1.2552E-02,3.69E-02
-1.2548E-02,3.69E-02
-1.2544E-02,-4.31E-02
-1.2540E-02,3.69E-02
-1.2536E-02,3.69E-02
-1.2532E-02,1.97E-01
-1.2528E-02,3.69E-02
-1.2524E-02,3.69E-02
-1.2520E-02,3.69E-02
-1.2516E-02,-4.31E-02
-1.2512E-02,3.69E-02
-1.2508E-02,3.69E-02
-1.2504E-02,-4.31E-02
-1.2500E-02,-4.31E-02
-1.2496E-02,-4.31E-02
-1.2492E-02,3.69E-02
-1.2488E-02,-4.31E-02
-1.2484E-02,3.69E-02
-1.2480E-02,3.69E-02
-1.2476E-02,3.69E-02
-1.2472E-02,-4.31E-02
-1.2468E-02,-4.31E-02
-1.2464E-02,3.69E-02
-1.2460E-02,3.69E-02
-1.2456E-02,3.69E-02
-1.2452E-02,1.17E-01
-1.2448E-02,-4.31E-02
-1.2444E-02,-4.31E-02
-1.2440E-02,-4.31E-02
-1.2436E-02,3.69E-02
-1.2432E-02,3.69E-02
-1.2428E-02,3.69E-02
-1.2424E-02,3.69E-02
-1.2420E-02,3.69E-02
-1.2416E-02,-4.31E-02
-1.2412E-02,-4.31E-02
-1.2408E-02,3.69E-02
-1.2404E-02,3.69E-02
-1.2400E-02,3.69E-02
-1.2396E-02,3.69E-02
-1.2392E-02,-4.31E-02
-1.2388E-02,-4.31E-02
-1.2384E-02,3.69E-02
-1.2380E-02,-4.31E-02
-1.2376E-02,3.69E-02
-1.2372E-02,3.69E-02
-1.2368E-02,3.69E-02
-1.2364E-02,-4.31E-02
-1.2360E-02,3.69E-02
-1.2356E-02,3.69E-02
-1.2352E-02,-4.31E-02
-1.2348E-02,3.69E-02
-1.2344E-02,3.69E-02
-1.2340E-02,-4.31E-02
-1.2336E-02,-4.31E-02
-1.2332E-02,3.69E-02
-1.2328E-02,-4.31E-02
-1.2324E-02,-4.31E-02
-1.2320E-02,-4.31E-02
-1.2316E-02,3.69E-02
-1.2312E-02,-4.31E-02
-1.2308E-02,-4.31E-02
-1.2304E-02,-4.31E-02
-1.2300E-02,-4.31E-02
-1.2296E-02,-4.31E-02
-1.2292E-02,-4.31E-02
-1.2288E-02,-4.31E-02
-1.2284E-02,-4.31E-02
-1.2280E-02,-4.31E-02
-1.2276E-02,-4.31E-02
-1.2272E-02,-4.31E-02
-1.2268E-02,3.69E-02
-1.2264E-02,-4.31E-02
-1.2260E-02,-4.31E-02
-1.2256E-02,3.69E-02
-1.2252E-02,3.69E-02
-1.2248E-02,-4.31E-02
-1.2244E-02,3.69E-02
-1.2240E-02,-4.31E-02
-1.2236E-02,-4.31E-02
-1.2232E-02,3.69E-02
-1.2228E-02,3.69E-02
-1.2224E-02,-4.31E-02
-1.2220E-02,3.69E-02
-1.2216E-02,-4.31E-02
-1.2212E-02,3.69E-02
-1.2208E-02,3.69E-02
-1.2204E-02,-4.31E-02
-1.2200E-02,-4.31E-02
-1.2196E-02,-4.31E-02
-1.2192E-02,-4.31E-02
-1.2188E-02,-1.23E-01
-1.2184E-02,-4.31E-02
-1.2180E-02,-4.31E-02
-1.2176E-02,-4.31E-02
-1.2172E-02,3.69E-02
-1.2168E-02,-4.31E-02
-1.2164E-02,-4.31E-02
-1.2160E-02,3.69E-02
-1.2156E-02,3.69E-02
-1.2152E-02,-4.31E-02
-1.2148E-02,3.69E-02
-1.2144E-02,-4.31E-02
-1.2140E-02,-4.31E-02
-1.2136E-02,3.69E-02
-1.2132E-02,-4.31E-02
-1.2128E-02,-4.31E-02
-1.2124E-02,-4.31E-02
-1.2120E-02,-4.31E-02
-1.2116E-02,-1.23E-01
-1.2112E-02,3.69E-02
-1.2108E-02,3.69E-02
-1.2104E-02,3.69E-02
-1.2100E-02,-4.31E-02
-1.2096E-02,-4.31E-02
-1.2092E-02,-1.23E-01
-1.2088E-02,3.69E-02
-1.2084E-02,-4.31E-02
-1.2080E-02,3.69E-02
-1.2076E-02,3.69E-02
-1.2072E-02,3.69E-02
-1.2068E-02,-2.03E-01
-1.2064E-02,-4.31E-02
-1.2060E-02,-4.31E-02
-1.2056E-02,-4.31E-02
-1.2052E-02,1.17E-01
-1.2048E-02,-4.31E-02
-1.2044E-02,-4.31E-02
-1.2040E-02,-4.31E-02
-1.2036E-02,3.69E-02
-1.2032E-02,3.69E-02
-1.2028E-02,3.69E-02
-1.2024E-02,-2.03E-01
-1.2020E-02,3.69E-02
-1.2016E-02,3.69E-02
-1.2012E-02,3.69E-02
-1.2008E-02,3.69E-02
-1.2004E-02,3.69E-02
-1.2000E-02,3.69E-02
-1.1996E-02,3.69E-02
-1.1992E-02,3.69E-02
-1.1988E-02,-4.31E-02
-1.1984E-02,3.69E-02
-1.1980E-02,3.69E-02
-1.1976E-02,3.69E-02
-1.1972E-02,3.69E-02
-1.1968E-02,3.69E-02
-1.1964E-02,3.69E-02
-1.1960E-02,3.69E-02
-1.1956E-02,3.69E-02
-1.1952E-02,-4.31E-02
-1.1948E-02,3.69E-02
-1.1944E-02,-1.23E-01
-1.1940E-02,3.69E-02
-1.1936E-02,3.69E-02
-1.1932E-02,3.69E-02
-1.1928E-02,-4.31E-02
-1.1924E-02,-4.31E-02
-1.1920E-02,3.69E-02
-1.1916E-02,-4.31E-02
-1.1912E-02,3.69E-02
-1.1908E-02,3.69E-02
-1.1904E-02,3.69E-02
-1.1900E-02,3.69E-02
-1.1896E-02,-4.31E-02
-1.1892E-02,3.69E-02
-1.1888E-02,-4.31E-02
-1.1884E-02,-4.31E-02
-1.1880E-02,-4.31E-02
-1.1876E-02,-4.31E-02
-1.1872E-02,3.69E-02
-1.1868E-02,-4.31E-02
-1.1864E-02,3.69E-02
-1.1860E-02,1.17E-01
-1.1856E-02,-4.31E-02
-1.1852E-02,1.17E-01
-1.1848E-02,1.97E-01
-1.1844E-02,1.17E-01
-1.1840E-02,1.97E-01
-1.1836E-02,-4.31E-02
-1.1832E-02,1.97E-01
-1.1828E-02,1.17E-01
-1.1824E-02,3.69E-02
-1.1820E-02,-4.31E-02
-1.1816E-02,3.69E-02
-1.1812E-02,-4.31E-02
-1.1808E-02,3.69E-02
-1.1804E-02,-4.31E-02
-1.1800E-02,-4.31E-02
-1.1796E-02,3.69E-02
-1.1792E-02,1.17E-01
-1.1788E-02,-4.31E-02
-1.1784E-02,1.17E-01
-1.1780E-02,3.69E-02
-1.1776E-02,1.97E-01
-1.1772E-02,3.69E-02
-1.1768E-02,1.17E-01
-1.1764E-02,3.69E-02
-1.1760E-02,3.69E-02
-1.1756E-02,-4.31E-02
-1.1752E-02,3.69E-02
-1.1748E-02,-4.31E-02
-1.1744E-02,-4.31E-02
-1.1740E-02,-4.31E-02
-1.1736E-02,-4.31E-02
-1.1732E-02,-4.31E-02
-1.1728E-02,1.17E-01
-1.1724E-02,3.69E-02
-1.1720E-02,1.17E-01
-1.1716E-02,-1.23E-01
-1.1712E-02,3.69E-02
-1.1708E-02,3.69E-02
-1.1704E-02,-4.31E-02
-1.1700E-02,3.69E-02
-1.1696E-02,3.69E-02
-1.1692E-02,-4.31E-02
-1.1688E-02,-4.31E-02
-1.1684E-02,-1.23E-01
-1.1680E-02,-1.23E-01
-1.1676E-02,-4.31E-02
-1.1672E-02,-4.31E-02
-1.1668E-02,3.69E-02
-1.1664E-02,3.69E-02
-1.1660E-02,-4.31E-02
-1.1656E-02,1.17E-01
-1.1652E-02,-4.31E-02
-1.1648E-02,-4.31E-02
-1.1644E-02,-4.31E-02
-1.1640E-02,3.69E-02
-1.1636E-02,-4.31E-02
-1.1632E-02,3.69E-02
-1.1628E-02,1.17E-01
-1.1624E-02,3.69E-02
-1.1620E-02,3.69E-02
-1.1616E-02,3.69E-02
-1.1612E-02,3.69E-02
-1.1608E-02,-4.31E-02
-1.1604E-02,3.69E-02
-1.1600E-02,1.17E-01
-1.1596E-02,-4.31E-02
-1.1592E-02,-4.31E-02
-1.1588E-02,-4.31E-02
-1.1584E-02,3.69E-02
-1.1580E-02,3.69E-02
-1.1576E-02,3.69E-02
-1.1572E-02,-4.31E-02
-1.1568E-02,3.69E-02
-1.1564E-02,3.69E-02
-1.1560E-02,3.69E-02
-1.1556E-02,-4.31E-02
-1.1552E-02,-4.31E-02
-1.1548E-02,3.69E-02
-1.1544E-02,-2.03E-01
