s,CH1[V]
-1.1540E-02,3.69E-02
-1.1536E-02,-1.23E-01
-1.1532E-02,-4.31E-02
-1.1528E-02,3.69E-02
-1.1524E-02,-4.31E-02
-1.1520E-02,-4.31E-02
-1.1516E-02,-4.31E-02
-1.1512E-02,3.69E-02
-1.1508E-02,-4.31E-02
-1.1504E-02,3.69E-02
-1.1500E-02,3.69E-02
-1.1496E-02,-2.03E-01
-1.1492E-02,3.69E-02
-1.1488E-02,3.69E-02
-1.1484E-02,-4.31E-02
-1.1480E-02,1.17E-01
-1.1476E-02,-4.31E-02
-1.1472E-02,-1.23E-01
-1.1468E-02,-4.31E-02
-1.1464E-02,-4.31E-02
-1.1460E-02,3.69E-02
-1.1456E-02,3.69E-02
-1.1452E-02,-4.31E-02
-1.1448E-02,-4.31E-02
-1.1444E-02,3.69E-02
-1.1440E-02,3.69E-02
-1.1436E-02,-4.31E-02
-1.1432E-02,-4.31E-02
-1.1428E-02,-4.31E-02
-1.1424E-02,3.69E-02
-1.1420E-02,-4.31E-02
-1.1416E-02,-4.31E-02
-1.1412E-02,3.69E-02
-1.1408E-02,-4.31E-02
-1.1404E-02,-4.31E-02
-1.1400E-02,-1.23E-01
-1.1396E-02,-4.31E-02
-1.1392E-02,3.69E-02
-1.1388E-02,3.69E-02
-1.1384E-02,-4.31E-02
-1.1380E-02,-4.31E-02
-1.1376E-02,3.69E-02
-1.1372E-02,3.69E-02
-1.1368E-02,-4.31E-02
-1.1364E-02,-4.31E-02
-1.1360E-02,-4.31E-02
-1.1356E-02,-4.31E-02
-1.1352E-02,-4.31E-02
-1.1348E-02,3.69E-02
-1.1344E-02,3.69E-02
-1.1340E-02,3.69E-02
-1.1336E-02,-4.31E-02
-1.1332E-02,3.69E-02
-1.1328E-02,3.69E-02
-1.1324E-02,-4.31E-02
-1.1320E-02,3.69E-02
-1.1316E-02,1.17E-01
-1.1312E-02,3.69E-02
-1.1308E-02,-4.31E-02
-1.1304E-02,-4.31E-02
-1.1300E-02,-4.31E-02
-1.1296E-02,-4.31E-02
-1.1292E-02,-4.31E-02
-1.1288E-02,3.69E-02
-1.1284E-02,3.69E-02
-1.1280E-02,3.69E-02
-1.1276E-02,-4.31E-02
-1.1272E-02,-4.31E-02
-1.1268E-02,-4.31E-02
-1.1264E-02,-4.31E-02
-1.1260E-02,3.69E-02
-1.1256E-02,-4.31E-02
-1.1252E-02,3.69E-02
-1.1248E-02,3.69E-02
-1.1244E-02,3.69E-02
-1.1240E-02,3.69E-02
-1.1236E-02,-4.31E-02
-1.1232E-02,-4.31E-02
-1.1228E-02,3.69E-02
-1.1224E-02,-4.31E-02
-1.1220E-02,-4.31E-02
-1.1216E-02,3.69E-02
-1.1212E-02,-4.31E-02
-1.1208E-02,-4.31E-02
-1.1204E-02,-4.31E-02
-1.1200E-02,3.69E-02
-1.1196E-02,3.69E-02
-1.1192E-02,-4.31E-02
-1.1188E-02,3.69E-02
-1.1184E-02,3.69E-02
-1.1180E-02,3.69E-02
-1.1176E-02,3.69E-02
-1.1172E-02,3.69E-02
-1.1168E-02,-4.31E-02
-1.1164E-02,3.69E-02
-1.1160E-02,3.69E-02
-1.1156E-02,3.69E-02
-1.1152E-02,3.69E-02
-1.1148E-02,3.69E-02
-1.1144E-02,3.69E-02
-1.1140E-02,-4.31E-02
-1.1136E-02,-4.31E-02
-1.1132E-02,-4.31E-02
-1.1128E-02,3.69E-02
-1.1124E-02,3.69E-02
-1.1120E-02,3.69E-02
-1.1116E-02,-4.31E-02
-1.1112E-02,3.69E-02
-1.1108E-02,-4.31E-02
-1.1104E-02,3.69E-02
-1.1100E-02,3.69E-02
-1.1096E-02,-4.31E-02
-1.1092E-02,-4.31E-02
-1.1088E-02,3.69E-02
-1.1084E-02,3.69E-02
-1.1080E-02,-4.31E-02
-1.1076E-02,3.69E-02
-1.1072E-02,3.69E-02
-1.1068E-02,3.69E-02
-1.1064E-02,-4.31E-02
-1.1060E-02,3.69E-02
-1.1056E-02,-4.31E-02
-1.1052E-02,1.97E-01
-1.1048E-02,3.69E-02
-1.1044E-02,-4.31E-02
-1.1040E-02,3.69E-02
-1.1036E-02,-4.31E-02
-1.1032E-02,3.69E-02
-1.1028E-02,3.69E-02
-1.1024E-02,-4.31E-02
-1.1020E-02,3.69E-02
-1.1016E-02,3.69E-02
-1.1012E-02,3.69E-02
-1.1008E-02,-4.31E-02
-1.1004E-02,1.17E-01
-1.1000E-02,1.17E-01
-1.0996E-02,1.17E-01
-1.0992E-02,1.17E-01
-1.0988E-02,-4.31E-02
-1.0984E-02,-4.31E-02
-1.0980E-02,3.69E-02
-1.0976E-02,3.69E-02
-1.0972E-02,-4.31E-02
-1.0968E-02,1.17E-01
-1.0964E-02,-4.31E-02
-1.0960E-02,3.69E-02
-1.0956E-02,-4.31E-02
-1.0952E-02,3.69E-02
-1.0948E-02,-1.23E-01
-1.0944E-02,1.97E-01
-1.0940E-02,-4.31E-02
-1.0936E-02,-4.31E-02
-1.0932E-02,-4.31E-02
-1.0928E-02,1.17E-01
-1.0924E-02,-1.23E-01
-1.0920E-02,-4.31E-02
-1.0916E-02,3.69E-02
-1.0912E-02,-1.23E-01
-1.0908E-02,1.17E-01
-1.0904E-02,3.69E-02
-1.0900E-02,-4.31E-02
-1.0896E-02,3.69E-02
-1.0892E-02,-4.31E-02
-1.0888E-02,-4.31E-02
-1.0884E-02,-4.31E-02
-1.0880E-02,3.69E-02
-1.0876E-02,3.69E-02
-1.0872E-02,3.69E-02
-1.0868E-02,-1.23E-01
-1.0864E-02,3.69E-02
-1.0860E-02,-4.31E-02
-1.0856E-02,3.69E-02
-1.0852E-02,-4.31E-02
-1.0848E-02,3.69E-02
-1.0844E-02,3.69E-02
-1.0840E-02,-4.31E-02
-1.0836E-02,-4.31E-02
-1.0832E-02,3.69E-02
-1.0828E-02,3.69E-02
-1.0824E-02,-4.31E-02
-1.0820E-02,3.69E-02
-1.0816E-02,-4.31E-02
-1.0812E-02,-4.31E-02
-1.0808E-02,3.69E-02
-1.0804E-02,-4.31E-02
-1.0800E-02,-4.31E-02
-1.0796E-02,-4.31E-02
-1.0792E-02,-4.31E-02
-1.0788E-02,3.69E-02
-1.0784E-02,-4.31E-02
-1.0780E-02,1.17E-01
-1.0776E-02,-4.31E-02
-1.0772E-02,3.69E-02
-1.0768E-02,3.69E-02
-1.0764E-02,3.69E-02
-1.0760E-02,-4.31E-02
-1.0756E-02,3.69E-02
-1.0752E-02,3.69E-02
-1.0748E-02,-4.31E-02
-1.0744E-02,3.69E-02
-1.0740E-02,-4.31E-02
-1.0736E-02,3.69E-02
-1.0732E-02,-4.31E-02
-1.0728E-02,-4.31E-02
-1.0724E-02,-4.31E-02
-1.0720E-02,3.69E-02
-1.0716E-02,3.69E-02
-1.0712E-02,3.69E-02
-1.0708E-02,3.69E-02
-1.0704E-02,-4.31E-02
-1.0700E-02,3.69E-02
-1.0696E-02,-1.23E-01
-1.0692E-02,-4.31E-02
-1.0688E-02,3.69E-02
-1.0684E-02,-4.31E-02
-1.0680E-02,-4.31E-02
-1.0676E-02,-1.23E-01
-1.0672E-02,-4.31E-02
-1.0668E-02,3.69E-02
-1.0664E-02,-4.31E-02
-1.0660E-02,3.69E-02
-1.0656E-02,3.69E-02
-1.0652E-02,-4.31E-02
-1.0648E-02,-4.31E-02
-1.0644E-02,-4.31E-02
-1.0640E-02,-4.31E-02
-1.0636E-02,-4.31E-02
-1.0632E-02,-4.31E-02
-1.0628E-02,-4.31E-02
-1.0624E-02,3.69E-02
-1.0620E-02,-4.31E-02
-1.0616E-02,-4.31E-02
-1.0612E-02,-4.31E-02
-1.0608E-02,-4.31E-02
-1.0604E-02,-4.31E-02
-1.0600E-02,-4.31E-02
-1.0596E-02,-4.31E-02
-1.0592E-02,-4.31E-02
-1.0588E-02,-4.31E-02
-1.0584E-02,-4.31E-02
-1.0580E-02,-4.31E-02
-1.0576E-02,-4.31E-02
-1.0572E-02,-4.31E-02
-1.0568E-02,-4.31E-02
-1.0564E-02,-4.31E-02
-1.0560E-02,3.69E-02
-1.0556E-02,-4.31E-02
-1.0552E-02,-4.31E-02
-1.0548E-02,-4.31E-02
-1.0544E-02,-4.31E-02
-1.0540E-02,-4.31E-02
-1.0536E-02,-4.31E-02
-1.0532E-02,-4.31E-02
-1.0528E-02,-4.31E-02
-1.0524E-02,3.69E-02
-1.0520E-02,3.69E-02
-1.0516E-02,3.69E-02
-1.0512E-02,-4.31E-02
-1.0508E-02,-4.31E-02
-1.0504E-02,-4.31E-02
-1.0500E-02,-1.23E-01
-1.0496E-02,-4.31E-02
-1.0492E-02,-4.31E-02
-1.0488E-02,3.69E-02
-1.0484E-02,3.69E-02
-1.0480E-02,-4.31E-02
-1.0476E-02,3.69E-02
-1.0472E-02,-4.31E-02
-1.0468E-02,3.69E-02
-1.0464E-02,3.69E-02
-1.0460E-02,3.69E-02
-1.0456E-02,3.69E-02
-1.0452E-02,3.69E-02
-1.0448E-02,3.69E-02
-1.0444E-02,-4.31E-02
-1.0440E-02,3.69E-02
-1.0436E-02,-4.31E-02
-1.0432E-02,3.69E-02
-1.0428E-02,-4.31E-02
-1.0424E-02,-4.31E-02
-1.0420E-02,3.69E-02
-1.0416E-02,-4.31E-02
-1.0412E-02,-4.31E-02
-1.0408E-02,-4.31E-02
-1.0404E-02,-4.31E-02
-1.0400E-02,-4.31E-02
-1.0396E-02,3.69E-02
-1.0392E-02,-4.31E-02
-1.0388E-02,-4.31E-02
-1.0384E-02,3.69E-02
-1.0380E-02,3.69E-02
-1.0376E-02,-4.31E-02
-1.0372E-02,3.69E-02
-1.0368E-02,-4.31E-02
-1.0364E-02,3.69E-02
-1.0360E-02,3.69E-02
-1.0356E-02,3.69E-02
-1.0352E-02,-4.31E-02
-1.0348E-02,-4.31E-02
-1.0344E-02,-4.31E-02
-1.0340E-02,-4.31E-02
-1.0336E-02,1.17E-01
-1.0332E-02,-4.31E-02
-1.0328E-02,3.69E-02
-1.0324E-02,-4.31E-02
-1.0320E-02,3.69E-02
-1.0316E-02,3.69E-02
-1.0312E-02,-4.31E-02
-1.0308E-02,3.69E-02
-1.0304E-02,-4.31E-02
-1.0300E-02,-4.31E-02
-1.0296E-02,-4.31E-02
-1.0292E-02,-4.31E-02
-1.0288E-02,3.69E-02
-1.0284E-02,3.69E-02
-1.0280E-02,-4.31E-02
-1.0276E-02,3.69E-02
-1.0272E-02,-4.31E-02
-1.0268E-02,3.69E-02
-1.0264E-02,3.69E-02
-1.0260E-02,3.69E-02
-1.0256E-02,1.17E-01
-1.0252E-02,-4.31E-02
-1.0248E-02,3.69E-02
-1.0244E-02,3.69E-02
-1.0240E-02,-4.31E-02
-1.0236E-02,3.69E-02
-1.0232E-02,-4.31E-02
-1.0228E-02,3.69E-02
-1.0224E-02,-4.31E-02
-1.0220E-02,-4.31E-02
-1.0216E-02,3.69E-02
-1.0212E-02,-4.31E-02
-1.0208E-02,-4.31E-02
-1.0204E-02,1.97E-01
-1.0200E-02,3.69E-02
-1.0196E-02,1.17E-01
-1.0192E-02,-4.31E-02
-1.0188E-02,3.69E-02
-1.0184E-02,1.17E-01
-1.0180E-02,1.17E-01
-1.0176E-02,1.17E-01
-1.0172E-02,3.69E-02
-1.0168E-02,1.17E-01
-1.0164E-02,-4.31E-02
-1.0160E-02,-4.31E-02
-1.0156E-02,-4.31E-02
-1.0152E-02,-4.31E-02
-1.0148E-02,-4.31E-02
-1.0144E-02,1.97E-01
-1.0140E-02,1.97E-01
-1.0136E-02,-4.31E-02
-1.0132E-02,1.17E-01
-1.0128E-02,3.69E-02
-1.0124E-02,-4.31E-02
-1.0120E-02,3.69E-02
-1.0116E-02,-4.31E-02
-1.0112E-02,-4.31E-02
-1.0108E-02,1.17E-01
-1.0104E-02,-4.31E-02
-1.0100E-02,1.17E-01
-1.0096E-02,-4.31E-02
-1.0092E-02,-4.31E-02
-1.0088E-02,-4.31E-02
-1.0084E-02,-4.31E-02
-1.0080E-02,-4.31E-02
-1.0076E-02,1.97E-01
-1.0072E-02,3.69E-02
-1.0068E-02,3.69E-02
-1.0064E-02,1.17E-01
-1.0060E-02,-4.31E-02
-1.0056E-02,3.69E-02
-1.0052E-02,-4.31E-02
-1.0048E-02,3.69E-02
-1.0044E-02,3.69E-02
-1.0040E-02,-4.31E-02
-1.0036E-02,3.69E-02
-1.0032E-02,3.69E-02
-1.0028E-02,-4.31E-02
-1.0024E-02,-4.31E-02
-1.0020E-02,-4.31E-02
-1.0016E-02,-4.31E-02
-1.0012E-02,3.69E-02
-1.0008E-02,3.69E-02
-1.0004E-02,3.69E-02
-1.0000E-02,3.69E-02
-9.9960E-03,3.69E-02
-9.9920E-03,3.69E-02
-9.9880E-03,3.69E-02
-9.9840E-03,3.69E-02
-9.9800E-03,3.69E-02
-9.9760E-03,3.69E-02
-9.9720E-03,3.69E-02
-9.9680E-03,-4.31E-02
-9.9640E-03,-4.31E-02
-9.9600E-03,3.69E-02
-9.9560E-03,3.69E-02
-9.9520E-03,-4.31E-02
-9.9480E-03,3.69E-02
-9.9440E-03,-4.31E-02
-9.9400E-03,3.69E-02
-9.9360E-03,-4.31E-02
-9.9320E-03,-4.31E-02
-9.9280E-03,-4.31E-02
-9.9240E-03,1.17E-01
-9.9200E-03,-4.31E-02
-9.9160E-03,3.69E-02
-9.9120E-03,3.69E-02
-9.9080E-03,-4.31E-02
-9.9040E-03,3.69E-02
-9.9000E-03,-4.31E-02
-9.8960E-03,3.69E-02
-9.8920E-03,-4.31E-02
-9.8880E-03,-4.31E-02
-9.8840E-03,-4.31E-02
-9.8800E-03,-4.31E-02
-9.8760E-03,-4.31E-02
-9.8720E-03,-4.31E-02
-9.8680E-03,3.69E-02
-9.8640E-03,-4.31E-02
-9.8600E-03,-4.31E-02
-9.8560E-03,-4.31E-02
-9.8520E-03,-4.31E-02
-9.8480E-03,-4.31E-02
-9.8440E-03,-1.23E-01
-9.8400E-03,3.69E-02
-9.8360E-03,3.69E-02
-9.8320E-03,-4.31E-02
-9.8280E-03,-1.23E-01
-9.8240E-03,-4.31E-02
-9.8200E-03,3.69E-02
-9.8160E-03,-4.31E-02
-9.8120E-03,1.17E-01
-9.8080E-03,-4.31E-02
-9.8040E-03,-4.31E-02
-9.8000E-03,-4.31E-02
-9.7960E-03,-4.31E-02
-9.7920E-03,-4.31E-02
-9.7880E-03,-4.31E-02
-9.7840E-03,3.69E-02
-9.7800E-03,-4.31E-02
-9.7760E-03,-4.31E-02
-9.7720E-03,-4.31E-02
-9.7680E-03,3.69E-02
-9.7640E-03,3.69E-02
-9.7600E-03,3.69E-02
-9.7560E-03,-4.31E-02
-9.7520E-03,-4.31E-02
-9.7480E-03,-4.31E-02
-9.7440E-03,-4.31E-02
-9.7400E-03,-4.31E-02
-9.7360E-03,-4.31E-02
-9.7320E-03,-4.31E-02
-9.7280E-03,3.69E-02
-9.7240E-03,-1.23E-01
-9.7200E-03,3.69E-02
-9.7160E-03,3.69E-02
-9.7120E-03,-4.31E-02
-9.7080E-03,-4.31E-02
-9.7040E-03,-4.31E-02
-9.7000E-03,-4.31E-02
-9.6960E-03,-4.31E-02
-9.6920E-03,3.69E-02
-9.6880E-03,3.69E-02
-9.6840E-03,3.69E-02
-9.6800E-03,3.69E-02
-9.6760E-03,3.69E-02
-9.6720E-03,-4.31E-02
-9.6680E-03,-4.31E-02
-9.6640E-03,-4.31E-02
-9.6600E-03,-4.31E-02
-9.6560E-03,-4.31E-02
-9.6520E-03,-4.31E-02
-9.6480E-03,-4.31E-02
-9.6440E-03,-4.31E-02
-9.6400E-03,3.69E-02
-9.6360E-03,-4.31E-02
-9.6320E-03,-4.31E-02
-9.6280E-03,3.69E-02
-9.6240E-03,3.69E-02
-9.6200E-03,3.69E-02
-9.6160E-03,3.69E-02
-9.6120E-03,3.69E-02
-9.6080E-03,3.69E-02
-9.6040E-03,3.69E-02
-9.6000E-03,3.69E-02
-9.5960E-03,1.17E-01
-9.5920E-03,3.69E-02
-9.5880E-03,3.69E-02
-9.5840E-03,3.69E-02
-9.5800E-03,-4.31E-02
-9.5760E-03,-4.31E-02
-9.5720E-03,-4.31E-02
-9.5680E-03,1.17E-01
-9.5640E-03,-4.31E-02
-9.5600E-03,3.69E-02
-9.5560E-03,3.69E-02
-9.5520E-03,-4.31E-02
-9.5480E-03,-4.31E-02
-9.5440E-03,-4.31E-02
-9.5400E-03,3.69E-02
-9.5360E-03,3.69E-02
-9.5320E-03,3.69E-02
-9.5280E-03,3.69E-02
-9.5240E-03,1.17E-01
-9.5200E-03,-4.31E-02
-9.5160E-03,-4.31E-02
-9.5120E-03,3.69E-02
-9.5080E-03,3.69E-02
-9.5040E-03,3.69E-02
-9.5000E-03,-4.31E-02
-9.4960E-03,-4.31E-02
-9.4920E-03,3.69E-02
-9.4880E-03,-4.31E-02
-9.4840E-03,-4.31E-02
-9.4800E-03,3.69E-02
-9.4760E-03,-4.31E-02
-9.4720E-03,3.69E-02
-9.4680E-03,-4.31E-02
-9.4640E-03,-4.31E-02
-9.4600E-03,3.69E-02
-9.4560E-03,-4.31E-02
-9.4520E-03,3.69E-02
-9.4480E-03,3.69E-02
-9.4440E-03,-4.31E-02
-9.4400E-03,-4.31E-02
-9.4360E-03,-4.31E-02
-9.4320E-03,3.69E-02
-9.4280E-03,-4.31E-02
-9.4240E-03,3.69E-02
-9.4200E-03,3.69E-02
-9.4160E-03,3.69E-02
-9.4120E-03,3.69E-02
-9.4080E-03,3.69E-02
-9.4040E-03,3.69E-02
-9.4000E-03,3.69E-02
-9.3960E-03,3.69E-02
-9.3920E-03,3.69E-02
-9.3880E-03,-4.31E-02
-9.3840E-03,3.69E-02
-9.3800E-03,1.17E-01
-9.3760E-03,3.69E-02
-9.3720E-03,3.69E-02
-9.3680E-03,-4.31E-02
-9.3640E-03,3.69E-02
-9.3600E-03,3.69E-02
-9.3560E-03,-4.31E-02
-9.3520E-03,1.97E-01
-9.3480E-03,-4.31E-02
-9.3440E-03,1.97E-01
-9.3400E-03,1.97E-01
-9.3360E-03,3.57E-01
-9.3320E-03,-4.31E-02
-9.3280E-03,3.69E-02
-9.3240E-03,-4.31E-02
-9.3200E-03,-4.31E-02
-9.3160E-03,3.69E-02
-9.3120E-03,3.69E-02
-9.3080E-03,3.69E-02
-9.3040E-03,3.69E-02
-9.3000E-03,3.69E-02
-9.2960E-03,-4.31E-02
-9.2920E-03,1.17E-01
-9.2880E-03,-4.31E-02
-9.2840E-03,1.97E-01
-9.2800E-03,1.97E-01
-9.2760E-03,1.17E-01
-9.2720E-03,-2.03E-01
-9.2680E-03,3.69E-02
-9.2640E-03,-4.31E-02
-9.2600E-03,-4.31E-02
-9.2560E-03,3.69E-02
-9.2520E-03,3.69E-02
-9.2480E-03,3.69E-02
-9.2440E-03,1.17E-01
-9.2400E-03,1.17E-01
-9.2360E-03,-4.31E-02
-9.2320E-03,-4.31E-02
-9.2280E-03,-4.31E-02
-9.2240E-03,3.69E-02
-9.2200E-03,-4.31E-02
-9.2160E-03,3.69E-02
-9.2120E-03,3.69E-02
-9.2080E-03,-4.31E-02
-9.2040E-03,-4.31E-02
-9.2000E-03,-4.31E-02
-9.1960E-03,-4.31E-02
-9.1920E-03,-4.31E-02
-9.1880E-03,3.69E-02
-9.1840E-03,3.69E-02
-9.1800E-03,3.69E-02
-9.1760E-03,3.69E-02
-9.1720E-03,-1.23E-01
-9.1680E-03,-4.31E-02
-9.1640E-03,-4.31E-02
-9.1600E-03,3.69E-02
-9.1560E-03,3.69E-02
-9.1520E-03,3.69E-02
-9.1480E-03,3.69E-02
-9.1440E-03,-4.31E-02
-9.1400E-03,3.69E-02
-9.1360E-03,3.69E-02
-9.1320E-03,-4.31E-02
-9.1280E-03,-4.31E-02
-9.1240E-03,3.69E-02
-9.1200E-03,-4.31E-02
-9.1160E-03,-4.31E-02
-9.1120E-03,1.17E-01
-9.1080E-03,3.69E-02
-9.1040E-03,-4.31E-02
-9.1000E-03,-4.31E-02
-9.0960E-03,3.69E-02
-9.0920E-03,3.69E-02
-9.0880E-03,3.69E-02
-9.0840E-03,-4.31E-02
-9.0800E-03,-4.31E-02
-9.0760E-03,3.69E-02
-9.0720E-03,-4.31E-02
-9.0680E-03,-4.31E-02
-9.0640E-03,-4.31E-02
-9.0600E-03,3.69E-02
-9.0560E-03,3.69E-02
-9.0520E-03,3.69E-02
-9.0480E-03,-4.31E-02
-9.0440E-03,-4.31E-02
-9.0400E-03,-4.31E-02
-9.0360E-03,-4.31E-02
-9.0320E-03,-4.31E-02
-9.0280E-03,-4.31E-02
-9.0240E-03,-4.31E-02
-9.0200E-03,-1.23E-01
-9.0160E-03,3.69E-02
-9.0120E-03,3.69E-02
-9.0080E-03,3.69E-02
-9.0040E-03,3.69E-02
-9.0000E-03,3.69E-02
-8.9960E-03,-4.31E-02
-8.9920E-03,-4.31E-02
-8.9880E-03,-4.31E-02
-8.9840E-03,3.69E-02
-8.9800E-03,-4.31E-02
-8.9760E-03,3.69E-02
-8.9720E-03,3.69E-02
-8.9680E-03,-4.31E-02
-8.9640E-03,-4.31E-02
-8.9600E-03,-4.31E-02
-8.9560E-03,-4.31E-02
-8.9520E-03,3.69E-02
-8.9480E-03,-4.31E-02
-8.9440E-03,3.69E-02
-8.9400E-03,3.69E-02
-8.9360E-03,-4.31E-02
-8.9320E-03,-4.31E-02
-8.9280E-03,3.69E-02
-8.9240E-03,-4.31E-02
-8.9200E-03,3.69E-02
-8.9160E-03,-4.31E-02
-8.9120E-03,-1.23E-01
-8.9080E-03,-4.31E-02
-8.9040E-03,-4.31E-02
-8.9000E-03,3.69E-02
-8.8960E-03,3.69E-02
-8.8920E-03,-4.31E-02
-8.8880E-03,-4.31E-02
-8.8840E-03,3.69E-02
-8.8800E-03,3.69E-02
-8.8760E-03,3.69E-02
-8.8720E-03,3.69E-02
-8.8680E-03,3.69E-02
-8.8640E-03,3.69E-02
-8.8600E-03,3.69E-02
-8.8560E-03,-4.31E-02
-8.8520E-03,-4.31E-02
-8.8480E-03,3.69E-02
-8.8440E-03,-4.31E-02
-8.8400E-03,-4.31E-02
-8.8360E-03,-4.31E-02
-8.8320E-03,-4.31E-02
-8.8280E-03,-4.31E-02
-8.8240E-03,-4.31E-02
-8.8200E-03,3.69E-02
-8.8160E-03,-4.31E-02
-8.8120E-03,-4.31E-02
-8.8080E-03,-4.31E-02
-8.8040E-03,-4.31E-02
-8.8000E-03,3.69E-02
-8.7960E-03,3.69E-02
-8.7920E-03,-4.31E-02
-8.7880E-03,-4.31E-02
-8.7840E-03,3.69E-02
-8.7800E-03,3.69E-02
-8.7760E-03,-1.23E-01
-8.7720E-03,-1.23E-01
-8.7680E-03,3.69E-02
-8.7640E-03,1.17E-01
-8.7600E-03,3.69E-02
-8.7560E-03,3.69E-02
-8.7520E-03,-4.31E-02
-8.7480E-03,-4.31E-02
-8.7440E-03,-4.31E-02
-8.7400E-03,3.69E-02
-8.7360E-03,3.69E-02
-8.7320E-03,3.69E-02
-8.7280E-03,-4.31E-02
-8.7240E-03,-4.31E-02
-8.7200E-03,3.69E-02
-8.7160E-03,3.69E-02
-8.7120E-03,3.69E-02
-8.7080E-03,-4.31E-02
-8.7040E-03,3.69E-02
-8.7000E-03,-4.31E-02
-8.6960E-03,-4.31E-02
-8.6920E-03,-4.31E-02
-8.6880E-03,-4.31E-02
-8.6840E-03,-4.31E-02
-8.6800E-03,3.69E-02
-8.6760E-03,-4.31E-02
-8.6720E-03,3.69E-02
-8.6680E-03,3.69E-02
-8.6640E-03,-4.31E-02
-8.6600E-03,-4.31E-02
-8.6560E-03,-4.31E-02
-8.6520E-03,-4.31E-02
-8.6480E-03,-4.31E-02
-8.6440E-03,3.69E-02
-8.6400E-03,3.69E-02
-8.6360E-03,-4.31E-02
-8.6320E-03,3.69E-02
-8.6280E-03,-4.31E-02
-8.6240E-03,3.69E-02
-8.6200E-03,3.69E-02
-8.6160E-03,-4.31E-02
-8.6120E-03,-4.31E-02
-8.6080E-03,1.17E-01
-8.6040E-03,3.69E-02
-8.6000E-03,-4.31E-02
-8.5960E-03,3.69E-02
-8.5920E-03,-4.31E-02
-8.5880E-03,3.69E-02
-8.5840E-03,3.69E-02
-8.5800E-03,-4.31E-02
-8.5760E-03,-1.23E-01
-8.5720E-03,3.69E-02
-8.5680E-03,3.69E-02
-8.5640E-03,-4.31E-02
-8.5600E-03,3.69E-02
-8.5560E-03,-1.23E-01
-8.5520E-03,3.69E-02
-8.5480E-03,1.17E-01
-8.5440E-03,1.17E-01
-8.5400E-03,1.97E-01
-8.5360E-03,-1.23E-01
-8.5320E-03,3.69E-02
-8.5280E-03,1.17E-01
-8.5240E-03,3.69E-02
-8.5200E-03,1.17E-01
-8.5160E-03,1.17E-01
-8.5120E-03,3.69E-02
-8.5080E-03,-4.31E-02
-8.5040E-03,3.69E-02
-8.5000E-03,-4.31E-02
-8.4960E-03,-4.31E-02
-8.4920E-03,1.17E-01
-8.4880E-03,1.17E-01
-8.4840E-03,3.69E-02
-8.4800E-03,1.17E-01
-8.4760E-03,-4.31E-02
-8.4720E-03,1.17E-01
-8.4680E-03,1.17E-01
-8.4640E-03,3.69E-02
-8.4600E-03,3.69E-02
-8.4560E-03,3.69E-02
-8.4520E-03,1.17E-01
-8.4480E-03,3.69E-02
-8.4440E-03,-4.31E-02
-8.4400E-03,-1.23E-01
-8.4360E-03,3.69E-02
-8.4320E-03,-4.31E-02
-8.4280E-03,1.17E-01
-8.4240E-03,1.17E-01
-8.4200E-03,1.17E-01
-8.4160E-03,1.97E-01
-8.4120E-03,-4.31E-02
-8.4080E-03,-4.31E-02
-8.4040E-03,-4.31E-02
-8.4000E-03,-4.31E-02
-8.3960E-03,-4.31E-02
-8.3920E-03,3.69E-02
-8.3880E-03,3.69E-02
-8.3840E-03,3.69E-02
-8.3800E-03,-4.31E-02
-8.3760E-03,-4.31E-02
-8.3720E-03,-4.31E-02
-8.3680E-03,-4.31E-02
-8.3640E-03,-1.23E-01
-8.3600E-03,1.17E-01
-8.3560E-03,1.97E-01
-8.3520E-03,1.17E-01
-8.3480E-03,1.17E-01
-8.3440E-03,-4.31E-02
-8.3400E-03,3.69E-02
-8.3360E-03,3.69E-02
-8.3320E-03,3.69E-02
-8.3280E-03,1.17E-01
-8.3240E-03,3.69E-02
-8.3200E-03,1.17E-01
-8.3160E-03,-4.31E-02
-8.3120E-03,3.69E-02
-8.3080E-03,3.69E-02
-8.3040E-03,-4.31E-02
-8.3000E-03,-4.31E-02
-8.2960E-03,1.17E-01
-8.2920E-03,3.69E-02
-8.2880E-03,3.69E-02
-8.2840E-03,-1.23E-01
-8.2800E-03,-4.31E-02
-8.2760E-03,-4.31E-02
-8.2720E-03,3.69E-02
-8.2680E-03,1.17E-01
-8.2640E-03,3.69E-02
-8.2600E-03,-4.31E-02
-8.2560E-03,3.69E-02
-8.2520E-03,-4.31E-02
-8.2480E-03,-4.31E-02
-8.2440E-03,-4.31E-02
-8.2400E-03,-4.31E-02
-8.2360E-03,3.69E-02
-8.2320E-03,-4.31E-02
-8.2280E-03,-4.31E-02
-8.2240E-03,-4.31E-02
-8.2200E-03,-1.23E-01
-8.2160E-03,-1.23E-01
-8.2120E-03,-4.31E-02
-8.2080E-03,-4.31E-02
-8.2040E-03,-4.31E-02
-8.2000E-03,-4.31E-02
-8.1960E-03,-4.31E-02
-8.1920E-03,1.97E-01
-8.1880E-03,3.69E-02
-8.1840E-03,-4.31E-02
-8.1800E-03,3.69E-02
-8.1760E-03,-4.31E-02
-8.1720E-03,-4.31E-02
-8.1680E-03,-4.31E-02
-8.1640E-03,-4.31E-02
-8.1600E-03,-1.23E-01
-8.1560E-03,-4.31E-02
